Year,Background,Index,Period_1_commu,Period_2_commu,Period_3_commu,Period_1_commu_internal,Period_2_commu_internal,Period_3_commu_internal
2018.0,medicine,3745,,,1.0,,,2.0
2018.0,anthropology,3671,,,2.0,,,
2019.0,communication,2476,,,2.0,,,1.0
2017.0,communication,6552,,,2.0,,,1.0
2016.0,geography,7104,,,4.0,,,3.0
2017.0,computer science,5908,,,75.0,,,
2017.0,pharmacology & pharmacy,5345,,,,,,
2017.0,"public, environmental & occupational health",5367,,,37.0,,,
2018.0,oncology,2978,,,64.0,,,
2016.0,physics,7267,,,,,,
2017.0,nutrition & dietetics,5552,,,,,,
2018.0,automation & control systems,2967,,,85.0,,,44.0
2017.0,computer science,6004,,,85.0,,,44.0
2017.0,computer science,5901,,,9.0,,,4.0
2017.0,computer science,5677,,,3.0,,,3.0
2016.0,multidisciplinary sciences,8004,,,1.0,,,
2015.0,environmental sciences,8954,,,4.0,,,2.0
2017.0,geography,6483,,,37.0,,,
2018.0,multidisciplinary sciences,4348,,,,,,
2016.0,computer science,7131,,,12.0,,,
2017.0,computer science,6478,,,,,,
2017.0,computer science,6776,,,5.0,,,
2018.0,computer science,4405,,,9.0,,,
2016.0,radiology,8070,,,,,,
2017.0,biochemistry & molecular biology,6314,,,,,,
2018.0,economics,3815,,,3.0,,,
2018.0,radiology,4672,,,9.0,,,2.0
2018.0,radiology,5105,,,9.0,,,
2018.0,radiology,5104,,,,,,
2018.0,radiology,5103,,,9.0,,,
2017.0,computer science,5765,,,188.0,,,
2018.0,communication,3996,,,34.0,,,1.0
2017.0,education & educational research,5762,,,9.0,,,
2016.0,hospitality,8260,,,188.0,,,
2016.0,information science & library science,7912,,,7.0,,,1.0
2017.0,transportation science & technology,6042,,,24.0,,,3.0
2017.0,substance abuse,5935,,,13.0,,,
2015.0,computer science,9640,,,57.0,,,6.0
2017.0,geography,6167,,,6.0,,,3.0
2016.0,communication,8126,,,,,,
2017.0,computer science,6894,,,173.0,,,
2017.0,business,5520,,,3.0,,,
2017.0,psychology,5521,,,3.0,,,
2017.0,political science,5516,,,2.0,,,
2017.0,communication,6634,,,2.0,,,
2017.0,psychiatry,6393,,,,,,
2019.0,operations research & management science,117,,,4.0,,,1.0
2018.0,psychiatry,4316,,,1.0,,,
2016.0,hospitality,8311,,,2.0,,,
2017.0,multidisciplinary sciences,6475,,,,,,
2017.0,multidisciplinary sciences,5714,,,9.0,,,4.0
2016.0,multidisciplinary sciences,7831,,,6.0,,,3.0
2017.0,computer science,5668,,,6.0,,,3.0
2017.0,management,6285,,,2.0,,,
2016.0,computer science,7637,,,38.0,,,5.0
2017.0,infectious diseases,5857,,,28.0,,,
2018.0,"public, environmental & occupational health",3774,,,1.0,,,
2016.0,education & educational research,7304,,,,,,
2017.0,communication,6653,,,87.0,,,
2017.0,computer science,6255,,,14.0,,,1.0
2018.0,computer science,5141,,,,,,
2017.0,computer science,6193,,,29.0,,,
2013.0,communication,10715,,,,,,
2017.0,multidisciplinary sciences,6151,,,6.0,,,3.0
2016.0,multidisciplinary sciences,7390,,,233.0,,,
2015.0,computer science,9244,,,233.0,,,
2018.0,computer science,3683,,,5.0,,,
2019.0,communication,2335,,,12.0,,,
2017.0,cultural studies,6873,,,39.0,,,
2017.0,psychology,5770,,,3.0,,,
2016.0,business,8413,,,3.0,,,
2017.0,medical informatics,6146,,,54.0,,,2.0
2016.0,communication,7696,,,2.0,,,
2017.0,computer science,6047,,,,,,
2017.0,computer science,5585,,,38.0,,,
2018.0,computer science,4299,,,38.0,,,5.0
2016.0,computer science,7016,,,7.0,,,
2016.0,communication,7368,,,65.0,,,1.0
2019.0,computer science,2762,,,,,,
2019.0,computer science,2698,,,,,,
2017.0,computer science,6118,,,7.0,,,1.0
2017.0,communication,6981,,,2.0,,,1.0
2015.0,psychology,9412,,,,,,
2016.0,multidisciplinary sciences,7593,,,12.0,,,
2016.0,physics,7827,,,14.0,,,
2014.0,computer science,10492,,,,,,
2016.0,environmental sciences,8507,,,82.0,,,3.0
2011.0,business,11430,,,,,,
2017.0,computer science,5931,,,9.0,,,58.0
2016.0,computer science,8073,,,31.0,,,
2016.0,multidisciplinary sciences,7014,,,31.0,,,61.0
2018.0,computer science,4472,,,94.0,,,
2017.0,computer science,6203,,,47.0,,,
2017.0,education & educational research,5272,,,,,,
2015.0,zoology,9579,,,6.0,,,
2018.0,multidisciplinary sciences,3038,,,5.0,,,
2017.0,business,5409,,,,,,
2017.0,surgery,5744,,,,,,
2017.0,communication,5594,,,19.0,,,
2015.0,area studies,9243,,,,,,
2016.0,computer science,7120,,,87.0,,,1.0
2017.0,political science,6922,,,235.0,,,
2017.0,geography,6989,,,6.0,,,
2018.0,religion,4929,,,,,,
2017.0,computer science,6200,,,108.0,,,3.0
2017.0,communication,5650,,,20.0,,,
2017.0,communication,5691,,,109.0,,,1.0
2017.0,communication,5226,,,,,,
2016.0,engineering,7186,,,6.0,,,3.0
2016.0,health policy & services,7080,,,,,,
2017.0,computer science,5814,,,14.0,,,
2014.0,computer science,10500,,,,,,
2017.0,psychology,5803,,,5.0,,,
2017.0,psychology,5252,,,3.0,,,
2017.0,computer science,6522,,,,,,
2017.0,computer science,6175,,,,,,
2018.0,computer science,3889,,,74.0,,,
2018.0,development studies,3749,,,3.0,,,
2018.0,psychology,4037,,,114.0,,,
2018.0,psychology,3854,,,114.0,,,
2015.0,education,8724,,,,,,
2012.0,area studies,11157,,,,,,
2017.0,computer science,6523,,,36.0,,,
2016.0,business,8515,,,3.0,,,
2014.0,"public, environmental & occupational health",9973,,,,,,
2016.0,computer science,7156,,,,,,
2016.0,computer science,8137,,,,,,
2017.0,"public, environmental & occupational health",5629,,,28.0,,,1.0
2017.0,green & sustainable science & technology,5790,,,3.0,,,1.0
2017.0,health care sciences & services,5922,,,63.0,,,
2017.0,computer science,6345,,,16.0,,,4.0
2017.0,computer science,5366,,,2.0,,,
2018.0,information science & library science,2885,,,,,,
2017.0,computer science,6339,,,81.0,,,
2017.0,computer science,5644,,,27.0,,,
2017.0,critical care medicine,5757,,,28.0,,,
2017.0,"public, environmental & occupational health",5363,,,28.0,,,
2017.0,sport sciences,6234,,,,,,
2017.0,sociology,5376,,,4.0,,,
2013.0,information science & library science,10614,,,,,,
2018.0,hospitality,4327,,,59.0,,,
2016.0,sociology,8217,,,18.0,,,1.0
2019.0,psychology,2442,,,19.0,,,
2016.0,hospitality,8519,,,223.0,,,
2017.0,computer science,5304,,,7.0,,,
2017.0,hospitality,6276,,,59.0,,,
2016.0,computer science,7656,,,,,,
2016.0,computer science,8150,,,45.0,,,
2016.0,psychology,7141,,,4.0,,,
2018.0,hospitality,3839,,,3.0,,,1.0
2018.0,communication,4597,,,44.0,,,
2016.0,communication,7838,,,33.0,,,1.0
2015.0,communication,9708,,,,,,
2017.0,psychology,6435,,,30.0,,,2.0
2017.0,geography,6990,,,1.0,,,
2017.0,psychology,6086,,,203.0,,,
2016.0,psychology,7442,,,203.0,,,
2016.0,political science,7933,,,2.0,,,
2018.0,political science,4668,,,,,,
2017.0,political science,6586,,,2.0,,,1.0
2017.0,political science,6630,,,2.0,,,1.0
2018.0,computer science,4328,,,31.0,,,
2018.0,computer science,4329,,,97.0,,,
2016.0,health care sciences & services,7609,,,239.0,,,
2018.0,information science & library science,4452,,,4.0,,,1.0
2017.0,computer science,5820,,,4.0,,,
2017.0,computer science,6771,,,6.0,,,3.0
2017.0,management,6228,,,,,,
2017.0,"public, environmental & occupational health",5690,,,1.0,,,
2013.0,communication,11062,,,,,,
2017.0,computer science,5340,,,,,,
2017.0,computer science,6954,,,,,,
2017.0,social issues,6884,,,87.0,,,
2017.0,social issues,6546,,,20.0,,,1.0
2018.0,"public, environmental & occupational health",3825,,,28.0,,,
2017.0,computer science,6893,,,7.0,,,1.0
2016.0,computer science,8031,,,,,,
2016.0,business,7362,,,,,,
2016.0,rehabilitation,8397,,,,,,
2016.0,computer science,8550,,,,,,
2015.0,computer science,8712,,,,,,
2017.0,computer science,5442,,,55.0,,,
2017.0,computer science,5726,,,81.0,,,
2017.0,computer science,6257,,,97.0,,,
2015.0,geography,8595,,,,,,
2017.0,engineering,6695,,,,,,
2017.0,computer science,6021,,,17.0,,,
2017.0,computer science,5914,,,22.0,,,
2016.0,health care sciences & services,7610,,,5.0,,,1.0
2017.0,psychology,5575,,,,,,
2016.0,psychology,8160,,,,,,
2015.0,telecommunications,9381,,,,,,
2017.0,computer science,5608,,,,,,
2017.0,computer science,6886,,,,,,
2016.0,business,8313,,,,,,
2017.0,computer science,6051,,,38.0,,,
2017.0,business,6839,,,,,,
2017.0,communication,6939,,,1.0,,,
2017.0,social sciences,6502,,,13.0,,,2.0
2018.0,multidisciplinary sciences,4436,,,7.0,,,
2017.0,mathematical & computational biology,5490,,,7.0,,,
2017.0,mathematical & computational biology,5491,,,7.0,,,
2017.0,communication,6131,,,,,,
2017.0,automation & control systems,6876,,,,,,
2017.0,urban studies,6713,,,6.0,,,
2017.0,computer science,5249,,,7.0,,,
2018.0,computer science,4207,,,7.0,,,
2017.0,computer science,5910,,,7.0,,,1.0
2018.0,computer science,3647,,,51.0,,,
2017.0,computer science,5879,,,,,,
2018.0,multidisciplinary sciences,4437,,,14.0,,,
2017.0,psychology,5305,,,39.0,,,
2018.0,hospitality,4134,,,,,,
2017.0,computer science,5396,,,,,,
2017.0,business,5360,,,142.0,,,
2016.0,psychology,7952,,,,,,
2017.0,computer science,6070,,,,,,
2017.0,computer science,5642,,,,,,
2018.0,computer science,3580,,,4.0,,,
2018.0,engineering,3253,,,3.0,,,
2018.0,economics,3814,,,3.0,,,
2017.0,"public, environmental & occupational health",5755,,,,,,
2017.0,multidisciplinary sciences,5818,,,,,,
2016.0,computer science,7065,,,2.0,,,1.0
2017.0,multidisciplinary sciences,5329,,,2.0,,,
2017.0,psychology,5566,,,127.0,,,
2018.0,"public, environmental & occupational health",4013,,,1.0,,,
2017.0,substance abuse,6890,,,1.0,,,
2015.0,hospitality,8982,,,3.0,,,1.0
2017.0,psychology,6016,,,3.0,,,
2016.0,communication,7412,,,,,,
2016.0,computer science,7920,,,,,,
2017.0,business,6529,,,5.0,,,
2015.0,criminology & penology,8710,,,88.0,,,
2015.0,business,9745,,,,,,
2017.0,health care sciences & services,6561,,,59.0,,,
2017.0,communication,6878,,,20.0,,,1.0
2018.0,transportation science & technology,4698,,,24.0,,,3.0
2016.0,engineering,8388,,,7.0,,,
2017.0,environmental studies,5547,,,3.0,,,
2015.0,information science & library science,9705,,,57.0,,,6.0
2017.0,endocrinology & metabolism,6421,,,1.0,,,
2016.0,cultural studies,8465,,,20.0,,,
2018.0,management,4304,,,4.0,,,1.0
2016.0,history & philosophy of science,7521,,,,,,
2018.0,psychology,4204,,,5.0,,,
2017.0,business,6882,,,3.0,,,1.0
2017.0,social sciences,6249,,,58.0,,,
2017.0,geosciences,5484,,,,,,
2018.0,multidisciplinary sciences,4454,,,4.0,,,3.0
2016.0,engineering,7526,,,72.0,,,
2017.0,computer science,5156,,,210.0,,,
2017.0,communication,6831,,,,,,
2017.0,information science & library science,5808,,,11.0,,,
2016.0,"public, environmental & occupational health",7224,,,1.0,,,31.0
2017.0,business,5686,,,,,,
2016.0,computer science,7278,,,7.0,,,
2017.0,computer science,5746,,,21.0,,,
2015.0,engineering,9621,,,,,,
2017.0,mathematics,5517,,,4.0,,,
2017.0,geography,5858,,,4.0,,,3.0
2017.0,computer science,6936,,,4.0,,,
2017.0,multidisciplinary sciences,5812,,,4.0,,,3.0
2018.0,computer science,5154,,,67.0,,,
2017.0,computer science,6581,,,73.0,,,
2015.0,psychology,9590,,,,,,
2016.0,linguistics,7228,,,,,,
2017.0,education & educational research,6097,,,,,,
2016.0,literature,7536,,,20.0,,,
2012.0,computer science,11396,,,3.0,,,1.0
2018.0,computer science,4170,,,85.0,,,
2019.0,business,1076,,,3.0,,,
2016.0,"public, environmental & occupational health",8047,,,,,,
2018.0,multidisciplinary sciences,3048,,,12.0,,,1.0
2015.0,humanities,8781,,,,,,
2016.0,linguistics,8255,,,18.0,,,
2016.0,computer science,7502,,,,,,
2018.0,communication,4247,,,160.0,,,
2016.0,computer science,7181,,,7.0,,,
2016.0,political science,8345,,,,,,
2017.0,hospitality,5387,,,23.0,,,21.0
2015.0,radiology,8656,,,9.0,,,2.0
2017.0,nursing,5730,,,,,,
2016.0,pharmacology & pharmacy,8341,,,17.0,,,
2016.0,communication,7363,,,20.0,,,1.0
2017.0,information science & library science,6369,,,9.0,,,
2017.0,computer science,6735,,,9.0,,,4.0
2016.0,computer science,7233,,,9.0,,,4.0
2016.0,mathematics,7733,,,,,,
2016.0,computer science,8323,,,133.0,,,
2018.0,communication,5119,,,18.0,,,
2017.0,linguistics,5884,,,18.0,,,1.0
2018.0,computer science,4395,,,17.0,,,
2017.0,information science & library science,6741,,,3.0,,,1.0
2016.0,hospitality,8270,,,3.0,,,1.0
2015.0,communication,9781,,,,,,
2016.0,computer science,8290,,,7.0,,,
2016.0,computer science,8381,,,,,,
2014.0,multidisciplinary sciences,10394,,,,,,
2016.0,computer science,7321,,,170.0,,,
2017.0,communication,6304,,,39.0,,,
2017.0,communication,5430,,,,,,
2016.0,computer science,7246,,,7.0,,,
2017.0,computer science,5869,,,,,,
2017.0,psychology,6045,,,5.0,,,
2018.0,computer science,3675,,,27.0,,,
2017.0,multidisciplinary sciences,5827,,,,,,
2018.0,communication,4682,,,,,,
2016.0,computer science,7634,,,,,,
2018.0,computer science,3801,,,21.0,,,
2014.0,education & educational research,10332,,,,,,
2016.0,management,8321,,,3.0,,,
2016.0,social sciences,7280,,,14.0,,,1.0
2018.0,computer science,4289,,,14.0,,,1.0
2017.0,psychology,5771,,,5.0,,,1.0
2016.0,engineering,7585,,,4.0,,,
2016.0,computer science,7289,,,,,,
2017.0,acoustics,5777,,,7.0,,,
2017.0,computer science,6517,,,105.0,,,
2016.0,computer science,7613,,,,,,
2018.0,computer science,3705,,,14.0,,,1.0
2018.0,communication,3124,,,,,,
2016.0,communication,8236,,,,,,
2015.0,information science & library science,9783,,,,,,
2017.0,physics,6265,,,55.0,,,
2015.0,multidisciplinary sciences,9241,,,55.0,,,1.0
2016.0,business,7402,,,,,,
2017.0,dentistry,5403,,,8.0,,,2.0
2017.0,health care sciences & services,5533,,,8.0,,,
2016.0,health care sciences & services,8124,,,8.0,,,2.0
2015.0,oncology,8674,,,8.0,,,2.0
2018.0,psychiatry,3558,,,35.0,,,
2017.0,health care sciences & services,5271,,,1.0,,,
2016.0,computer science,7487,,,,,,
2017.0,communication,6590,,,2.0,,,1.0
2017.0,substance abuse,6958,,,61.0,,,
2017.0,substance abuse,6584,,,1.0,,,2.0
2016.0,"public, environmental & occupational health",7399,,,1.0,,,
2017.0,computer science,5724,,,81.0,,,
2017.0,computer science,5725,,,81.0,,,5.0
2018.0,computer science,3325,,,,,,
2017.0,computer science,5728,,,14.0,,,1.0
2016.0,communication,8302,,,,,,
2016.0,information science & library science,7853,,,,,,
2016.0,political science,7137,,,,,,
2016.0,remote sensing,8219,,,7.0,,,
2017.0,communication,6648,,,2.0,,,
2019.0,business,1999,,,27.0,,,
2017.0,computer science,5400,,,,,,
2016.0,computer science,7232,,,5.0,,,
2018.0,psychology,4578,,,37.0,,,
2018.0,geography,4634,,,1.0,,,
2016.0,oncology,7435,,,,,,
2018.0,oncology,3571,,,8.0,,,
2017.0,orthopedics,5653,,,128.0,,,20.0
2017.0,health care sciences & services,6196,,,63.0,,,2.0
2017.0,oncology,5899,,,1.0,,,2.0
2017.0,business,6712,,,81.0,,,
2018.0,psychology,4122,,,1.0,,,2.0
2016.0,social sciences,8544,,,6.0,,,
2017.0,international relations,5787,,,,,,
2016.0,communication,7355,,,25.0,,,
2017.0,mathematics,6422,,,14.0,,,
2016.0,communication,7955,,,246.0,,,60.0
2016.0,computer science,7086,,,,,,
2016.0,psychology,7970,,,,,,
2017.0,nutrition & dietetics,6479,,,165.0,,,
2015.0,health care sciences & services,9058,,,,,,
2017.0,computer science,5165,,,7.0,,,52.0
2012.0,telecommunications,11083,,,,,,
2018.0,computer science,3259,,,4.0,,,3.0
2017.0,nursing,6769,,,,,,
2015.0,nursing,9164,,,,,,
2018.0,business,4628,,,169.0,,,1.0
2017.0,business,6558,,,3.0,,,
2018.0,environmental studies,3674,,,4.0,,,
2017.0,psychology,5805,,,200.0,,,
2019.0,computer science,1139,,,36.0,,,
2017.0,computer science,5876,,,6.0,,,
2018.0,computer science,4648,,,5.0,,,
2017.0,psychology,6875,,,,,,
2017.0,computer science,6962,,,5.0,,,
2016.0,business,7543,,,,,,
2018.0,political science,3775,,,2.0,,,
2017.0,communication,6654,,,18.0,,,
2018.0,communication,4128,,,18.0,,,1.0
2018.0,communication,4127,,,18.0,,,1.0
2018.0,communication,4065,,,18.0,,,1.0
2018.0,communication,4126,,,18.0,,,1.0
2017.0,political science,6153,,,93.0,,,1.0
2018.0,nursing,4950,,,,,,
2017.0,psychology,5681,,,61.0,,,2.0
2017.0,computer science,5819,,,108.0,,,3.0
2017.0,information science & library science,6877,,,7.0,,,
2017.0,communication,5593,,,12.0,,,
2017.0,clinical neurology,5268,,,,,,
2019.0,criminology & penology,1159,,,25.0,,,
2013.0,international relations,10569,,,,,,
2017.0,law,6306,,,,,,
2016.0,multidisciplinary sciences,7597,,,6.0,,,
2017.0,multidisciplinary sciences,5996,,,6.0,,,3.0
2018.0,criminology & penology,4777,,,88.0,,,
2016.0,computer science,7743,,,,,,
2017.0,health care sciences & services,5638,,,22.0,,,
2016.0,"public, environmental & occupational health",8114,,,22.0,,,
2016.0,computer science,8128,,,,,,
2017.0,computer science,5615,,,3.0,,,
2018.0,computer science,4423,,,4.0,,,
2017.0,"public, environmental & occupational health",5410,,,28.0,,,
2017.0,computer science,5783,,,,,,
2017.0,environmental sciences,6438,,,6.0,,,3.0
2016.0,psychology,7239,,,,,,
2017.0,computer science,5415,,,125.0,,,
2018.0,psychology,4203,,,,,,
2017.0,computer science,5412,,,28.0,,,2.0
2017.0,health care sciences & services,5997,,,70.0,,,
2017.0,multidisciplinary sciences,5573,,,28.0,,,
2017.0,"public, environmental & occupational health",6062,,,28.0,,,2.0
2017.0,cultural studies,6916,,,20.0,,,1.0
2017.0,sociology,5586,,,16.0,,,
2016.0,law,7941,,,25.0,,,
2017.0,automation & control systems,5511,,,63.0,,,
2018.0,psychology,4411,,,25.0,,,
2016.0,computer science,7815,,,84.0,,,
2017.0,communication,6305,,,1.0,,,
2016.0,communication,7329,,,2.0,,,
2018.0,computer science,5070,,,,,,
2018.0,social sciences,4639,,,10.0,,,1.0
2015.0,computer science,9794,,,29.0,,,
2017.0,geography,5346,,,,,,
2018.0,communication,4677,,,15.0,,,50.0
2016.0,computer science,7534,,,41.0,,,
2017.0,geochemistry & geophysics,6063,,,4.0,,,3.0
2017.0,engineering,5541,,,89.0,,,3.0
2017.0,computer science,6414,,,21.0,,,3.0
2017.0,multidisciplinary sciences,6266,,,9.0,,,4.0
2016.0,communication,7217,,,,,,
2017.0,public administration,5928,,,23.0,,,
2015.0,computer science,8996,,,16.0,,,
2014.0,computer science,10395,,,,,,
2016.0,social sciences,7714,,,1.0,,,3.0
2017.0,computer science,6973,,,41.0,,,
2018.0,computer science,3117,,,38.0,,,
2017.0,computer science,6979,,,38.0,,,
2018.0,computer science,4357,,,,,,
2017.0,computer science,6978,,,95.0,,,
2018.0,engineering,4460,,,,,,
2017.0,hospitality,6355,,,,,,
2016.0,urban studies,8559,,,,,,
2016.0,computer science,8086,,,,,,
2017.0,industrial relations & labor,5836,,,192.0,,,
2018.0,communication,4607,,,48.0,,,
2017.0,computer science,5951,,,74.0,,,
2017.0,engineering,5623,,,41.0,,,
2017.0,information science & library science,5216,,,23.0,,,1.0
2017.0,computer science,6197,,,9.0,,,4.0
2018.0,computer science,4984,,,56.0,,,
2017.0,communication,6592,,,6.0,,,
2018.0,agriculture,5069,,,,,,
2017.0,psychology,5706,,,,,,
2017.0,information science & library science,6957,,,,,,
2017.0,medicine,6588,,,,,,
2018.0,computer science,4223,,,7.0,,,
2018.0,"public, environmental & occupational health",3831,,,,,,
2015.0,psychology,9464,,,,,,
2016.0,psychology,7099,,,4.0,,,
2017.0,communication,6191,,,,,,
2017.0,computer science,6739,,,144.0,,,
2017.0,computer science,6848,,,51.0,,,
2016.0,psychology,7243,,,5.0,,,
2016.0,international relations,8359,,,58.0,,,
2014.0,humanities,10416,,,25.0,,,1.0
2018.0,criminology & penology,3577,,,,,,
2016.0,computer science,7627,,,230.0,,,
2018.0,geography,4118,,,80.0,,,
2018.0,computer science,4330,,,,,,
2016.0,psychology,7539,,,,,,
2017.0,psychology,6087,,,13.0,,,2.0
2017.0,hospitality,5463,,,,,,
2017.0,psychiatry,5245,,,,,,
2017.0,education & educational research,5248,,,,,,
2017.0,communication,5809,,,4.0,,,
2014.0,business,10390,,,3.0,,,1.0
2016.0,computer science,7317,,,38.0,,,
2017.0,engineering,6881,,,3.0,,,
2017.0,geography,6780,,,1.0,,,3.0
2016.0,psychology,7557,,,,,,
2019.0,communication,1853,,,39.0,,,
2018.0,psychology,4358,,,25.0,,,
2018.0,psychology,4413,,,25.0,,,
2018.0,psychology,4414,,,,,,
2018.0,computer science,4389,,,111.0,,,
2018.0,engineering,4226,,,3.0,,,
2018.0,computer science,3793,,,,,,
2015.0,economics,9019,,,7.0,,,
2017.0,psychology,6987,,,,,,
2018.0,information science & library science,4155,,,4.0,,,1.0
2016.0,multidisciplinary sciences,7377,,,9.0,,,2.0
2017.0,computer science,5986,,,,,,
2016.0,computer science,8495,,,,,,
2015.0,computer science,9714,,,,,,
2018.0,computer science,4393,,,,,,
2014.0,computer science,10403,,,9.0,,,4.0
2016.0,engineering,7843,,,,,,
2016.0,communication,7778,,,100.0,,,
2014.0,geography,9820,,,6.0,,,
2018.0,urban studies,4814,,,24.0,,,
2019.0,computer science,2679,,,,,,
2018.0,computer science,5011,,,,,,
2018.0,computer science,5012,,,,,,
2019.0,computer science,2678,,,,,,
2018.0,communication,4180,,,215.0,,,
2018.0,communication,4184,,,215.0,,,
2017.0,communication,6413,,,2.0,,,
2017.0,communication,6773,,,2.0,,,
2017.0,computer science,6516,,,74.0,,,
2016.0,political science,8267,,,218.0,,,
2016.0,education & educational research,8406,,,247.0,,,
2017.0,business,6348,,,14.0,,,
2017.0,computer science,5985,,,32.0,,,
2018.0,information science & library science,4363,,,4.0,,,1.0
2013.0,meteorology & atmospheric sciences,10673,,,4.0,,,
2017.0,multidisciplinary sciences,5958,,,,,,
2018.0,automation & control systems,3160,,,73.0,,,45.0
2016.0,health care sciences & services,8038,,,54.0,,,
2017.0,computer science,6807,,,,,,
2016.0,information science & library science,8306,,,,,,
2017.0,business,6025,,,3.0,,,
2018.0,sociology,3014,,,,,,
2016.0,computer science,8327,,,151.0,,,
2014.0,music,10159,,,164.0,,,
2017.0,business,6284,,,,,,
2013.0,computer science,10907,,,,,,
2017.0,computer science,5674,,,106.0,,,
2017.0,computer science,5680,,,27.0,,,1.0
2017.0,computer science,5392,,,9.0,,,4.0
2017.0,transportation science & technology,5283,,,24.0,,,3.0
2017.0,computer science,6104,,,,,,
2017.0,computer science,5459,,,7.0,,,
2018.0,computer science,3877,,,106.0,,,
2017.0,computer science,6574,,,,,,
2017.0,hospitality,7003,,,,,,
2018.0,computer science,3318,,,32.0,,,
2017.0,computer science,6307,,,,,,
2017.0,computer science,6837,,,,,,
2017.0,business,6710,,,191.0,,,
2017.0,business,6840,,,3.0,,,
2017.0,education & educational research,6136,,,16.0,,,4.0
2017.0,business,5881,,,,,,
2014.0,computer science,10408,,,7.0,,,
2018.0,radiology,4446,,,28.0,,,
2017.0,computer science,5946,,,21.0,,,3.0
2017.0,dentistry,5882,,,8.0,,,2.0
2017.0,communication,7000,,,18.0,,,
2016.0,physics,7909,,,97.0,,,
2017.0,information science & library science,6121,,,84.0,,,
2018.0,computer science,4082,,,126.0,,,
2016.0,transportation science & technology,7058,,,24.0,,,
2017.0,psychology,5373,,,69.0,,,
2017.0,computer science,5312,,,,,,
2018.0,business,4368,,,11.0,,,
2017.0,computer science,5323,,,78.0,,,1.0
2018.0,business,4255,,,,,,
2019.0,hospitality,2255,,,3.0,,,
2016.0,psychology,7144,,,12.0,,,
2016.0,computer science,8415,,,23.0,,,1.0
2017.0,computer science,6437,,,81.0,,,
2017.0,chemistry,5631,,,12.0,,,
2017.0,information science & library science,5992,,,5.0,,,
2017.0,social sciences,6772,,,30.0,,,
2017.0,physiology,6785,,,,,,
2017.0,hospitality,6551,,,3.0,,,1.0
2017.0,hospitality,6788,,,3.0,,,1.0
2018.0,computer science,4215,,,115.0,,,3.0
2018.0,computer science,4298,,,81.0,,,
2019.0,computer science,2258,,,12.0,,,1.0
2018.0,psychology,3652,,,19.0,,,
2016.0,chemistry,7938,,,,,,
2019.0,psychology,2440,,,5.0,,,
2018.0,"public, environmental & occupational health",5152,,,30.0,,,2.0
2017.0,computer science,6274,,,,,,
2018.0,multidisciplinary sciences,4192,,,7.0,,,
2017.0,education,5507,,,9.0,,,
2017.0,multidisciplinary sciences,5350,,,9.0,,,4.0
2017.0,oncology,5828,,,,,,
2017.0,"public, environmental & occupational health",5930,,,22.0,,,
2017.0,computer science,6123,,,,,,
2015.0,health care sciences & services,9214,,,,,,
2016.0,communication,7036,,,,,,
2015.0,communication,8932,,,,,,
2018.0,communication,4981,,,15.0,,,1.0
2016.0,communication,8299,,,,,,
2017.0,social sciences,5369,,,,,,
2019.0,business,1523,,,,,,
2019.0,business,2077,,,11.0,,,1.0
2017.0,business,5424,,,11.0,,,1.0
2016.0,computer science,8000,,,,,,
2018.0,environmental studies,3942,,,6.0,,,
2018.0,computer science,3971,,,,,,
2017.0,hospitality,6855,,,,,,
2017.0,psychology,5705,,,4.0,,,1.0
2017.0,computer science,5810,,,6.0,,,
2018.0,computer science,4899,,,6.0,,,
2017.0,computer science,5310,,,2.0,,,
2014.0,psychology,9997,,,,,,
2017.0,communication,6455,,,43.0,,,
2017.0,computer science,6385,,,14.0,,,
2017.0,communication,5465,,,18.0,,,1.0
2017.0,geography,6166,,,21.0,,,
2017.0,multidisciplinary sciences,5168,,,21.0,,,
2016.0,computer science,7488,,,,,,
2018.0,"public, environmental & occupational health",4003,,,,,,
2018.0,multidisciplinary sciences,4474,,,,,,
2016.0,health care sciences & services,7295,,,1.0,,,
2017.0,dentistry,6208,,,96.0,,,
2017.0,dentistry,5503,,,,,,
2018.0,substance abuse,4409,,,1.0,,,
2018.0,communication,4440,,,,,,
2017.0,communication,6180,,,,,,
2017.0,communication,6907,,,11.0,,,1.0
2017.0,physics,6367,,,12.0,,,
2017.0,surgery,6312,,,9.0,,,
2018.0,computer science,5110,,,4.0,,,51.0
2017.0,computer science,5532,,,6.0,,,
2018.0,communication,3520,,,20.0,,,
2018.0,management,4305,,,4.0,,,
2017.0,engineering,5199,,,4.0,,,
2015.0,business,9770,,,,,,
2017.0,medical informatics,5530,,,17.0,,,
2017.0,health care sciences & services,6360,,,13.0,,,2.0
2017.0,computer science,6439,,,6.0,,,
2018.0,computer science,4469,,,97.0,,,
2017.0,health care sciences & services,5493,,,1.0,,,2.0
2017.0,multidisciplinary sciences,5859,,,,,,
2017.0,multidisciplinary sciences,5438,,,1.0,,,2.0
2017.0,computer science,6288,,,,,,
2016.0,computer science,7193,,,14.0,,,
2016.0,computer science,7615,,,,,,
2017.0,biophysics,5893,,,6.0,,,
2017.0,education & educational research,5821,,,,,,
2017.0,psychology,5480,,,,,,
2017.0,psychology,6481,,,,,,
2017.0,management,6706,,,,,,
2016.0,cultural studies,7782,,,2.0,,,1.0
2017.0,communication,6026,,,2.0,,,1.0
