Index,Background,Year,Year_range,Period_1_commu,Period_2_commu,Period_3_commu
2408,computer science,2019.0,3.0,,,20.0
649,chemistry,2019.0,3.0,,,20.0
2807,computer science,2019.0,3.0,,,51.0
8365,computer science,2016.0,3.0,,,51.0
11272,computer science,2012.0,2.0,,23.0,285.0
4351,computer science,2018.0,3.0,,,205.0
11518,computer science,2011.0,2.0,,1.0,90.0
7622,computer science,2016.0,3.0,,,4.0
6329,education & educational research,2017.0,3.0,,,
13,computer science,2019.0,3.0,,,24.0
2474,computer science,2019.0,3.0,,,24.0
3140,multidisciplinary sciences,2018.0,3.0,,,11.0
7843,engineering,2016.0,3.0,,,38.0
10060,computer science,2014.0,2.0,,1.0,38.0
10519,computer science,2013.0,2.0,,,38.0
11573,computer science,2011.0,2.0,,18.0,38.0
11188,computer science,2012.0,2.0,,1.0,53.0
11316,computer science,2012.0,2.0,,,
9270,computer science,2015.0,3.0,,,38.0
10293,computer science,2014.0,2.0,,1.0,53.0
11647,computer science,2010.0,2.0,,43.0,152.0
7942,physics,2016.0,3.0,,,11.0
3174,computer science,2018.0,3.0,,,99.0
8127,computer science,2016.0,3.0,,,11.0
7033,computer science,2016.0,3.0,,,
7652,computer science,2016.0,3.0,,,53.0
7659,computer science,2016.0,3.0,,,53.0
8574,computer science,2015.0,3.0,,,117.0
9519,computer science,2015.0,3.0,,,53.0
2743,computer science,2019.0,3.0,,,53.0
7418,engineering,2016.0,3.0,,,11.0
4455,computer science,2018.0,3.0,,,11.0
443,computer science,2019.0,3.0,,,38.0
2028,computer science,2019.0,3.0,,,99.0
1337,computer science,2019.0,3.0,,,44.0
2250,neurosciences,2019.0,3.0,,,11.0
2373,computer science,2019.0,3.0,,,51.0
2391,computer science,2019.0,3.0,,,11.0
5434,computer science,2017.0,3.0,,,
2530,engineering,2019.0,3.0,,,38.0
1528,hospitality,2019.0,3.0,,,1.0
3706,hospitality,2018.0,3.0,,,1.0
4344,communication,2018.0,3.0,,,22.0
2149,business,2019.0,3.0,,,17.0
3644,communication,2018.0,3.0,,,
3419,communication,2018.0,3.0,,,1.0
4599,hospitality,2018.0,3.0,,,1.0
3687,chemistry,2018.0,3.0,,,54.0
602,green & sustainable science & technology,2019.0,3.0,,,14.0
1219,hospitality,,,,,36.0
5887,computer science,2017.0,3.0,,,132.0
9910,computer science,2014.0,2.0,,,88.0
10600,computer science,2013.0,2.0,,1.0,9.0
11297,computer science,2012.0,2.0,,1.0,9.0
11304,computer science,2012.0,2.0,,1.0,5.0
11332,computer science,2012.0,2.0,,1.0,9.0
11396,computer science,2012.0,2.0,,1.0,90.0
11501,womens studies,2011.0,2.0,,2.0,104.0
11554,physics,2011.0,2.0,,1.0,49.0
11712,computer science,2010.0,2.0,,1.0,5.0
11809,computer science,2009.0,1.0,5.0,,
11844,computer science,2009.0,1.0,5.0,1.0,90.0
11918,computer science,2008.0,1.0,1.0,1.0,90.0
11933,computer science,2007.0,1.0,5.0,,5.0
4282,computer science,2018.0,3.0,,,3.0
11641,computer science,2011.0,2.0,,,117.0
11274,computer science,2012.0,2.0,,1.0,53.0
11262,computer science,2012.0,2.0,,1.0,37.0
1818,computer science,2019.0,3.0,,,5.0
7302,geography,2016.0,3.0,,,5.0
8068,automation & control systems,2016.0,3.0,,,5.0
8168,computer science,2016.0,3.0,,,53.0
2896,history,2018.0,3.0,,,40.0
6290,computer science,2017.0,3.0,,,3.0
2210,mathematics,2019.0,3.0,,,3.0
7170,computer science,2016.0,3.0,,,3.0
5420,computer science,2017.0,3.0,,,5.0
397,computer science,2019.0,3.0,,,20.0
566,medical informatics,2019.0,3.0,,,2.0
2842,computer science,2018.0,3.0,,,5.0
6012,computer science,2017.0,3.0,,,2.0
9196,computer science,2015.0,3.0,,,67.0
2296,business,2019.0,3.0,,,1.0
670,computer science,2019.0,3.0,,,
4017,computer science,2018.0,3.0,,,5.0
399,computer science,2019.0,3.0,,,11.0
10051,geography,2014.0,2.0,,,6.0
6448,environmental sciences,2017.0,3.0,,,
5953,environmental sciences,2017.0,3.0,,,8.0
10495,multidisciplinary sciences,2014.0,2.0,,,5.0
868,chemistry,2019.0,3.0,,,11.0
6203,computer science,2017.0,3.0,,,210.0
10657,physics,2013.0,2.0,,,210.0
4469,computer science,2018.0,3.0,,,37.0
6190,engineering,2017.0,3.0,,,3.0
10433,multidisciplinary sciences,2014.0,2.0,,1.0,3.0
4756,automation & control systems,2018.0,3.0,,,90.0
2742,linguistics,2019.0,3.0,,,80.0
2624,law,2019.0,3.0,,,5.0
2141,education & educational research,2019.0,3.0,,,105.0
5667,computer science,2017.0,3.0,,,322.0
9305,psychology,2015.0,3.0,,,3.0
10146,psychology,2014.0,2.0,,1.0,15.0
5288,social sciences,2017.0,3.0,,,332.0
5733,education,2017.0,3.0,,,
5404,education & educational research,2017.0,3.0,,,4.0
8314,education & educational research,2016.0,3.0,,,4.0
7773,education & educational research,2016.0,3.0,,,4.0
8472,education & educational research,2016.0,3.0,,,208.0
7461,psychology,2016.0,3.0,,,8.0
10914,computer science,2013.0,2.0,,23.0,285.0
2302,education & educational research,2019.0,3.0,,,43.0
7259,education & educational research,2016.0,3.0,,,4.0
6160,education & educational research,2017.0,3.0,,,43.0
10297,computer science,2014.0,2.0,,2.0,59.0
10742,computer science,2013.0,2.0,,,2.0
4308,computer science,2018.0,3.0,,,67.0
4179,psychology,2018.0,3.0,,,4.0
6022,psychiatry,2017.0,3.0,,,4.0
3873,psychology,2018.0,3.0,,,4.0
8149,education & educational research,2016.0,3.0,,,105.0
10804,cultural studies,2013.0,2.0,,2.0,4.0
6345,computer science,2017.0,3.0,,,43.0
5586,sociology,2017.0,3.0,,,43.0
91,education & educational research,2020.0,4.0,,,43.0
1243,education & educational research,2019.0,3.0,,,43.0
2339,computer science,2019.0,3.0,,,25.0
9145,physics,2015.0,3.0,,,49.0
2354,religion,2019.0,3.0,,,43.0
3098,computer science,2018.0,3.0,,,43.0
2235,communication,2019.0,3.0,,,41.0
4410,dentistry,2018.0,3.0,,,16.0
10593,pediatrics,2013.0,2.0,,2.0,35.0
11027,information science & library science,2013.0,2.0,,,77.0
11107,nursing,2012.0,2.0,,2.0,92.0
11577,health care sciences & services,2011.0,2.0,,2.0,35.0
909,"public, environmental & occupational health",2019.0,3.0,,,39.0
698,surgery,2019.0,3.0,,,
5851,health care sciences & services,2017.0,3.0,,,8.0
7464,medicine,2016.0,3.0,,,72.0
10670,dermatology,2013.0,2.0,,2.0,35.0
11645,pharmacology & pharmacy,2010.0,2.0,,2.0,138.0
10826,education & educational research,2013.0,2.0,,,
329,communication,2019.0,3.0,,,179.0
5410,"public, environmental & occupational health",2017.0,3.0,,,
6095,radiology,2017.0,3.0,,,179.0
8989,multidisciplinary sciences,2015.0,3.0,,,23.0
2636,education & educational research,2019.0,3.0,,,
6312,surgery,2017.0,3.0,,,45.0
8164,urology & nephrology,2016.0,3.0,,,45.0
11466,urology & nephrology,2011.0,2.0,,4.0,16.0
2234,clinical neurology,2019.0,3.0,,,
2290,medicine,2019.0,3.0,,,31.0
2604,rehabilitation,2019.0,3.0,,,35.0
3917,social sciences,2018.0,3.0,,,35.0
4292,dentistry,2018.0,3.0,,,16.0
4457,multidisciplinary sciences,2018.0,3.0,,,35.0
6003,endocrinology & metabolism,2017.0,3.0,,,35.0
6396,health care sciences & services,2017.0,3.0,,,35.0
7123,mathematical & computational biology,2016.0,3.0,,,35.0
7794,communication,2016.0,3.0,,,145.0
8707,communication,2015.0,3.0,,,109.0
9187,toxicology,2015.0,3.0,,,
9708,communication,2015.0,3.0,,,4.0
9976,communication,2014.0,2.0,,,35.0
10282,dentistry,2014.0,2.0,,1.0,3.0
10808,health care sciences & services,2013.0,2.0,,2.0,35.0
11491,dentistry,2011.0,2.0,,37.0,8.0
3960,"public, environmental & occupational health",2018.0,3.0,,,52.0
4435,medicine,2018.0,3.0,,,68.0
5757,critical care medicine,2017.0,3.0,,,125.0
7917,anesthesiology,2016.0,3.0,,,72.0
9023,cell & tissue engineering,2015.0,3.0,,,8.0
242,health care sciences & services,2019.0,3.0,,,
8878,"public, environmental & occupational health",2015.0,3.0,,,24.0
9398,psychiatry,2015.0,3.0,,,72.0
998,management,2019.0,3.0,,,144.0
8070,radiology,2016.0,3.0,,,45.0
516,nursing,,,,,45.0
3739,education,2018.0,3.0,,,19.0
4057,social sciences,2018.0,3.0,,,40.0
6137,education & educational research,2017.0,3.0,,,43.0
4966,medicine,2018.0,3.0,,,120.0
5220,computer science,2017.0,3.0,,,15.0
10166,communication,2014.0,2.0,,41.0,76.0
9395,linguistics,2015.0,3.0,,,59.0
421,green & sustainable science & technology,2019.0,3.0,,,28.0
2739,hospitality,2019.0,3.0,,,13.0
3812,green & sustainable science & technology,2018.0,3.0,,,13.0
8513,hospitality,2016.0,3.0,,,
1290,communication,2019.0,3.0,,,46.0
5744,surgery,2017.0,3.0,,,158.0
2893,surgery,2018.0,3.0,,,158.0
7470,computer science,2016.0,3.0,,,9.0
9394,computer science,2015.0,3.0,,,3.0
9966,computer science,2014.0,2.0,,,
10895,computer science,2013.0,2.0,,1.0,3.0
3169,computer science,2018.0,3.0,,,36.0
2081,computer science,2019.0,3.0,,,2.0
1217,computer science,2019.0,3.0,,,11.0
5302,business,2017.0,3.0,,,1.0
478,business,2019.0,3.0,,,1.0
3120,business,2018.0,3.0,,,74.0
10487,business,2014.0,2.0,,,128.0
10978,hospitality,2013.0,2.0,,3.0,1.0
2476,communication,2019.0,3.0,,,7.0
3578,communication,2018.0,3.0,,,261.0
6322,"public, environmental & occupational health",2017.0,3.0,,,129.0
4644,business,2018.0,3.0,,,1.0
10023,communication,2014.0,2.0,,3.0,34.0
11154,business,2012.0,2.0,,3.0,1.0
1256,computer science,2019.0,3.0,,,1.0
1642,communication,2019.0,3.0,,,1.0
7063,business,2016.0,3.0,,,1.0
8160,psychology,2016.0,3.0,,,56.0
1471,computer science,2019.0,3.0,,,5.0
6675,hospitality,2017.0,3.0,,,6.0
1720,business,2019.0,3.0,,,1.0
3508,business,2018.0,3.0,,,1.0
5108,computer science,2018.0,3.0,,,1.0
5389,business,2017.0,3.0,,,1.0
7944,business,2016.0,3.0,,,1.0
8413,business,2016.0,3.0,,,1.0
611,communication,2019.0,3.0,,,1.0
3750,communication,2018.0,3.0,,,
5074,business,2018.0,3.0,,,17.0
5803,psychology,2017.0,3.0,,,4.0
5686,business,2017.0,3.0,,,1.0
3952,business,2018.0,3.0,,,1.0
1666,business,2019.0,3.0,,,1.0
77,business,2019.0,3.0,,,1.0
438,urban studies,2019.0,3.0,,,1.0
3515,business,2018.0,3.0,,,1.0
1653,computer science,2019.0,3.0,,,
8038,health care sciences & services,2016.0,3.0,,,8.0
4171,oncology,2018.0,3.0,,,
1800,oncology,2019.0,3.0,,,3.0
7728,health care sciences & services,2016.0,3.0,,,139.0
2973,computer science,2018.0,3.0,,,5.0
2179,health policy & services,2019.0,3.0,,,17.0
9460,urology & nephrology,2015.0,3.0,,,45.0
9385,urology & nephrology,2015.0,3.0,,,16.0
1703,rheumatology,2019.0,3.0,,,45.0
562,surgery,2019.0,3.0,,,45.0
4336,health care sciences & services,2018.0,3.0,,,45.0
5476,clinical neurology,2017.0,3.0,,,45.0
5780,health care sciences & services,2017.0,3.0,,,45.0
7347,urology & nephrology,2016.0,3.0,,,45.0
7966,surgery,2016.0,3.0,,,45.0
8435,urology & nephrology,2016.0,3.0,,,45.0
8479,urology & nephrology,2016.0,3.0,,,45.0
1512,management,2019.0,3.0,,,
4407,computer science,2018.0,3.0,,,24.0
7444,computer science,2016.0,3.0,,,
10418,computer science,2014.0,2.0,,,86.0
403,dermatology,2019.0,3.0,,,220.0
425,health care sciences & services,2019.0,3.0,,,177.0
4510,genetics & heredity,2018.0,3.0,,,46.0
835,"public, environmental & occupational health",2019.0,3.0,,,
7225,nursing,2016.0,3.0,,,68.0
1011,health care sciences & services,2019.0,3.0,,,179.0
4405,computer science,2018.0,3.0,,,45.0
2935,engineering,2018.0,3.0,,,10.0
2999,information science & library science,2018.0,3.0,,,34.0
4400,health care sciences & services,2018.0,3.0,,,301.0
4692,fisheries,2018.0,3.0,,,10.0
4702,communication,2018.0,3.0,,,47.0
6286,geosciences,2017.0,3.0,,,47.0
7569,geosciences,2016.0,3.0,,,
7817,psychology,2016.0,3.0,,,10.0
1421,criminology & penology,2019.0,3.0,,,134.0
7349,political science,2016.0,3.0,,,134.0
3928,ethics,2018.0,3.0,,,8.0
5157,multidisciplinary sciences,2017.0,3.0,,,
2083,computer science,2019.0,3.0,,,
11179,computer science,2012.0,2.0,,,
5947,computer science,2017.0,3.0,,,
8057,computer science,2016.0,3.0,,,155.0
6059,multidisciplinary sciences,2017.0,3.0,,,9.0
2477,sociology,2019.0,3.0,,,18.0
9397,business,2015.0,3.0,,,
10460,business,2014.0,2.0,,1.0,22.0
11214,substance abuse,2012.0,2.0,,,42.0
6853,education & educational research,2017.0,3.0,,,1.0
5593,communication,2017.0,3.0,,,94.0
5771,psychology,2017.0,3.0,,,4.0
6466,"public, environmental & occupational health",2017.0,3.0,,,
10529,psychology,2013.0,2.0,,5.0,7.0
9924,communication,2014.0,2.0,,2.0,4.0
5703,communication,2017.0,3.0,,,
310,political science,,,,,134.0
563,ethics,2020.0,4.0,,,
9285,cultural studies,2015.0,3.0,,,
2489,communication,2019.0,3.0,,,22.0
8468,communication,2016.0,3.0,,,84.0
1199,cultural studies,2019.0,3.0,,,272.0
2044,communication,2019.0,3.0,,,272.0
2994,communication,2018.0,3.0,,,52.0
7212,"public, environmental & occupational health",2016.0,3.0,,,23.0
771,neurosciences,2019.0,3.0,,,4.0
3333,communication,2018.0,3.0,,,4.0
1147,"public, environmental & occupational health",2019.0,3.0,,,129.0
2001,communication,2019.0,3.0,,,46.0
2952,dentistry,2018.0,3.0,,,46.0
4164,"public, environmental & occupational health",2018.0,3.0,,,8.0
3720,sport sciences,2018.0,3.0,,,214.0
1404,orthopedics,2019.0,3.0,,,
5653,orthopedics,2017.0,3.0,,,214.0
6300,orthopedics,2017.0,3.0,,,214.0
8131,economics,2016.0,3.0,,,
8264,communication,2016.0,3.0,,,22.0
3086,communication,2018.0,3.0,,,7.0
4236,political science,2018.0,3.0,,,78.0
504,communication,2019.0,3.0,,,30.0
1490,medicine,2019.0,3.0,,,95.0
8221,communication,2016.0,3.0,,,
6240,nursing,2017.0,3.0,,,229.0
1618,computer science,2019.0,3.0,,,27.0
2943,transportation,2018.0,3.0,,,14.0
10510,"public, environmental & occupational health",2013.0,2.0,,3.0,17.0
9643,hospitality,2015.0,3.0,,,1.0
2457,business,2019.0,3.0,,,17.0
108,hospitality,2019.0,3.0,,,41.0
6134,education & educational research,2017.0,3.0,,,43.0
4468,"public, environmental & occupational health",2018.0,3.0,,,42.0
10313,economics,2014.0,2.0,,,54.0
4939,communication,2018.0,3.0,,,
2580,computer science,2019.0,3.0,,,44.0
5613,physics,2017.0,3.0,,,2.0
4339,computer science,2018.0,3.0,,,9.0
6581,computer science,2017.0,3.0,,,2.0
5068,green & sustainable science & technology,2018.0,3.0,,,
2753,chemistry,2019.0,3.0,,,
1098,computer science,2019.0,3.0,,,67.0
4448,computer science,2018.0,3.0,,,4.0
4016,computer science,2018.0,3.0,,,3.0
4338,computer science,2018.0,3.0,,,3.0
782,hospitality,2019.0,3.0,,,47.0
6284,business,2017.0,3.0,,,
4771,computer science,2018.0,3.0,,,5.0
7248,computer science,2016.0,3.0,,,58.0
4539,management,2018.0,3.0,,,106.0
7940,geography,2016.0,3.0,,,
5756,cell biology,2017.0,3.0,,,211.0
6955,computer science,2017.0,3.0,,,5.0
10207,computer science,2014.0,2.0,,2.0,182.0
3830,"public, environmental & occupational health",2018.0,3.0,,,131.0
9170,"public, environmental & occupational health",2015.0,3.0,,,8.0
4835,medicine,2018.0,3.0,,,30.0
7473,oncology,2016.0,3.0,,,
202,psychology,2019.0,3.0,,,81.0
4541,social sciences,2018.0,3.0,,,
9047,social sciences,2015.0,3.0,,,
7404,health care sciences & services,2016.0,3.0,,,8.0
8075,"public, environmental & occupational health",2016.0,3.0,,,31.0
9134,"public, environmental & occupational health",2015.0,3.0,,,8.0
2688,communication,2019.0,3.0,,,23.0
1371,substance abuse,2019.0,3.0,,,103.0
4035,psychiatry,2018.0,3.0,,,
5368,"public, environmental & occupational health",2017.0,3.0,,,204.0
6377,health care sciences & services,2017.0,3.0,,,23.0
10188,health care sciences & services,2014.0,2.0,,,45.0
241,health care sciences & services,2019.0,3.0,,,120.0
10354,medicine,2014.0,2.0,,,
6326,oncology,2017.0,3.0,,,8.0
3571,oncology,2018.0,3.0,,,
10180,medicine,2014.0,2.0,,,
2969,"public, environmental & occupational health",2018.0,3.0,,,189.0
3752,oncology,2018.0,3.0,,,189.0
5145,dentistry,2018.0,3.0,,,
6865,urology & nephrology,2017.0,3.0,,,
752,psychology,2019.0,3.0,,,12.0
214,"public, environmental & occupational health",2019.0,3.0,,,129.0
3813,"public, environmental & occupational health",2018.0,3.0,,,1.0
3792,oncology,2018.0,3.0,,,
6608,computer science,2017.0,3.0,,,73.0
7452,sociology,2016.0,3.0,,,21.0
8612,computer science,2015.0,3.0,,,3.0
3941,computer science,2018.0,3.0,,,54.0
1729,computer science,2019.0,3.0,,,243.0
6259,computer science,2017.0,3.0,,,1.0
6430,computer science,2017.0,3.0,,,3.0
2574,communication,2019.0,3.0,,,7.0
3104,social issues,2018.0,3.0,,,29.0
3865,communication,2018.0,3.0,,,163.0
7752,communication,2016.0,3.0,,,41.0
10937,social sciences,2013.0,2.0,,1.0,7.0
5473,computer science,2017.0,3.0,,,94.0
4803,computer science,2018.0,3.0,,,91.0
620,business,2019.0,3.0,,,1.0
1495,geography,2019.0,3.0,,,13.0
2169,business,2019.0,3.0,,,1.0
5663,business,2017.0,3.0,,,1.0
5959,education & educational research,2017.0,3.0,,,4.0
6684,economics,2017.0,3.0,,,1.0
6804,business,2017.0,3.0,,,1.0
9619,education & educational research,2015.0,3.0,,,4.0
466,political science,,,,,142.0
6576,political science,2017.0,3.0,,,7.0
7102,mathematics,2016.0,3.0,,,3.0
9463,communication,2015.0,3.0,,,
795,hospitality,2019.0,3.0,,,1.0
8120,engineering,2016.0,3.0,,,37.0
2037,computer science,2019.0,3.0,,,24.0
5574,multidisciplinary sciences,2017.0,3.0,,,73.0
2876,engineering,2018.0,3.0,,,5.0
8016,multidisciplinary sciences,2016.0,3.0,,,52.0
6927,engineering,2017.0,3.0,,,2.0
3886,computer science,2018.0,3.0,,,170.0
3705,computer science,2018.0,3.0,,,70.0
2468,computer science,2019.0,3.0,,,1.0
1263,psychiatry,2019.0,3.0,,,5.0
4978,international relations,2018.0,3.0,,,50.0
5318,mathematics,2017.0,3.0,,,3.0
7128,computer science,2016.0,3.0,,,132.0
8700,multidisciplinary sciences,2015.0,3.0,,,50.0
4286,computer science,2018.0,3.0,,,3.0
1037,sociology,2019.0,3.0,,,84.0
5811,multidisciplinary sciences,2017.0,3.0,,,8.0
95,multidisciplinary sciences,2019.0,3.0,,,8.0
5491,mathematical & computational biology,2017.0,3.0,,,139.0
2212,computer science,2019.0,3.0,,,11.0
4656,business,2018.0,3.0,,,4.0
2315,communication,2019.0,3.0,,,65.0
1735,statistics & probability,2020.0,4.0,,,10.0
5189,physics,2017.0,3.0,,,9.0
2829,computer science,2019.0,3.0,,,257.0
2756,computer science,2019.0,3.0,,,20.0
276,computer science,,,,,48.0
2852,computer science,2018.0,3.0,,,2.0
3335,environmental sciences,2018.0,3.0,,,28.0
4144,environmental sciences,2018.0,3.0,,,28.0
9231,communication,2015.0,3.0,,,
7117,sociology,2016.0,3.0,,,57.0
9427,communication,2015.0,3.0,,,57.0
1742,social sciences,2019.0,3.0,,,
3327,social sciences,2018.0,3.0,,,40.0
60,robotics,2019.0,3.0,,,11.0
746,information science & library science,2019.0,3.0,,,9.0
2683,social sciences,2019.0,3.0,,,76.0
3535,computer science,2018.0,3.0,,,11.0
3932,communication,2018.0,3.0,,,
3994,communication,2018.0,3.0,,,184.0
8163,biodiversity conservation,2016.0,3.0,,,3.0
8706,geography,2015.0,3.0,,,14.0
6502,social sciences,2017.0,3.0,,,131.0
2938,"public, environmental & occupational health",2018.0,3.0,,,
4765,anthropology,2018.0,3.0,,,310.0
7124,health care sciences & services,2016.0,3.0,,,
5785,health care sciences & services,2017.0,3.0,,,
2291,anesthesiology,2019.0,3.0,,,19.0
3276,anesthesiology,2018.0,3.0,,,
9166,computer science,2015.0,3.0,,,31.0
210,"public, environmental & occupational health",2019.0,3.0,,,31.0
178,health care sciences & services,2019.0,3.0,,,200.0
376,computer science,2019.0,3.0,,,31.0
4340,health care sciences & services,2018.0,3.0,,,31.0
5824,medical informatics,2017.0,3.0,,,8.0
6011,pharmacology & pharmacy,2017.0,3.0,,,31.0
7018,immunology,2016.0,3.0,,,31.0
7736,computer science,2016.0,3.0,,,23.0
7930,health care sciences & services,2016.0,3.0,,,31.0
8604,health care sciences & services,2015.0,3.0,,,23.0
9032,multidisciplinary sciences,2015.0,3.0,,,8.0
3107,clinical neurology,2018.0,3.0,,,
121,computer science,2019.0,3.0,,,31.0
1869,"public, environmental & occupational health",2019.0,3.0,,,
4843,substance abuse,2018.0,3.0,,,4.0
221,psychology,2019.0,3.0,,,42.0
863,hospitality,2019.0,3.0,,,221.0
534,health policy & services,2020.0,4.0,,,263.0
5248,education & educational research,2017.0,3.0,,,263.0
1317,computer science,2019.0,3.0,,,25.0
5332,mathematics,2017.0,3.0,,,6.0
5810,computer science,2017.0,3.0,,,6.0
7188,multidisciplinary sciences,2016.0,3.0,,,94.0
700,geosciences,2019.0,3.0,,,5.0
4854,computer science,2018.0,3.0,,,27.0
3998,linguistics,2018.0,3.0,,,123.0
3545,linguistics,2018.0,3.0,,,41.0
8944,communication,2015.0,3.0,,,34.0
5806,computer science,2017.0,3.0,,,
3974,computer science,2018.0,3.0,,,2.0
5802,psychology,2017.0,3.0,,,4.0
7834,multidisciplinary sciences,2016.0,3.0,,,3.0
8646,multidisciplinary sciences,2015.0,3.0,,,
10457,computer science,2014.0,2.0,,,
1303,economics,2019.0,3.0,,,4.0
4494,communication,2018.0,3.0,,,64.0
8285,psychology,2016.0,3.0,,,
3612,computer science,2018.0,3.0,,,18.0
3082,computer science,2018.0,3.0,,,
11477,psychology,2011.0,2.0,,,
2118,psychology,2019.0,3.0,,,4.0
985,communication,2020.0,4.0,,,48.0
8652,information science & library science,2015.0,3.0,,,1.0
10335,computer science,2014.0,2.0,,1.0,10.0
9880,linguistics,2014.0,2.0,,5.0,80.0
7719,physics,2016.0,3.0,,,18.0
9905,business,2014.0,2.0,,3.0,18.0
11566,economics,2011.0,2.0,,,
7361,computer science,2016.0,3.0,,,6.0
2352,computer science,2019.0,3.0,,,13.0
235,psychology,2019.0,3.0,,,4.0
5862,ergonomics,2017.0,3.0,,,41.0
9907,linguistics,2014.0,2.0,,5.0,80.0
10083,communication,2014.0,2.0,,2.0,4.0
11484,economics,2011.0,2.0,,,
8114,"public, environmental & occupational health",2016.0,3.0,,,8.0
10350,psychology,2014.0,2.0,,2.0,4.0
7364,communication,2016.0,3.0,,,137.0
9056,psychology,2015.0,3.0,,,4.0
4592,psychology,2018.0,3.0,,,4.0
9304,psychology,2015.0,3.0,,,4.0
11553,communication,2011.0,2.0,,2.0,4.0
11914,communication,2008.0,1.0,2.0,2.0,4.0
3858,computer science,2018.0,3.0,,,121.0
10860,communication,2013.0,2.0,,2.0,4.0
10943,psychology,2013.0,2.0,,2.0,4.0
11309,psychology,2012.0,2.0,,,4.0
1334,economics,2019.0,3.0,,,18.0
4663,computer science,2018.0,3.0,,,18.0
1072,medicine,2019.0,3.0,,,
9942,"public, environmental & occupational health",2014.0,2.0,,,
55,area studies,2020.0,4.0,,,
10921,computer science,2013.0,2.0,,24.0,2.0
10056,computer science,2014.0,2.0,,1.0,9.0
2657,computer science,2019.0,3.0,,,9.0
9082,computer science,2015.0,3.0,,,60.0
11705,computer science,2010.0,2.0,,1.0,53.0
10756,computer science,2013.0,2.0,,1.0,53.0
2132,multidisciplinary sciences,2019.0,3.0,,,8.0
3657,communication,2018.0,3.0,,,57.0
4996,computer science,2018.0,3.0,,,9.0
9511,computer science,2015.0,3.0,,,3.0
10606,computer science,2013.0,2.0,,2.0,21.0
11498,multidisciplinary sciences,2011.0,2.0,,1.0,9.0
11061,endocrinology & metabolism,2013.0,2.0,,2.0,81.0
5351,geography,2017.0,3.0,,,14.0
6280,health care sciences & services,2017.0,3.0,,,
8247,hospitality,2016.0,3.0,,,13.0
4453,environmental studies,2018.0,3.0,,,221.0
2958,anthropology,2018.0,3.0,,,
10065,environmental studies,2014.0,2.0,,3.0,13.0
2728,green & sustainable science & technology,2019.0,3.0,,,13.0
9821,geography,2014.0,2.0,,1.0,25.0
10431,computer science,2014.0,2.0,,,252.0
8759,hospitality,2015.0,3.0,,,13.0
4673,hospitality,2018.0,3.0,,,13.0
10727,environmental studies,2013.0,2.0,,3.0,213.0
7792,hospitality,2016.0,3.0,,,213.0
11294,hospitality,2012.0,2.0,,3.0,13.0
10130,hospitality,2014.0,2.0,,3.0,13.0
4905,cultural studies,2018.0,3.0,,,76.0
6951,hospitality,2017.0,3.0,,,14.0
9624,hospitality,2015.0,3.0,,,213.0
501,hospitality,2019.0,3.0,,,123.0
4636,humanities,2018.0,3.0,,,13.0
4975,hospitality,2018.0,3.0,,,13.0
80,psychiatry,2019.0,3.0,,,8.0
3690,business,2018.0,3.0,,,18.0
1784,business,2019.0,3.0,,,18.0
5301,business,2017.0,3.0,,,18.0
2732,business,2019.0,3.0,,,18.0
5751,business,2017.0,3.0,,,1.0
406,green & sustainable science & technology,2019.0,3.0,,,14.0
8973,business,2015.0,3.0,,,
11426,psychology,2012.0,2.0,,2.0,4.0
1781,computer science,2019.0,3.0,,,70.0
7025,communication,2016.0,3.0,,,30.0
3566,psychiatry,2018.0,3.0,,,4.0
8847,psychology,2015.0,3.0,,,4.0
9321,psychology,2015.0,3.0,,,105.0
5100,psychology,2018.0,3.0,,,42.0
1515,political science,2019.0,3.0,,,7.0
11116,hospitality,2012.0,2.0,,3.0,13.0
1888,hospitality,2019.0,3.0,,,13.0
1475,management,2019.0,3.0,,,13.0
10441,linguistics,2014.0,2.0,,5.0,80.0
965,ecology,2019.0,3.0,,,3.0
2184,psychology,2019.0,3.0,,,119.0
3533,environmental studies,2018.0,3.0,,,28.0
2519,communication,2019.0,3.0,,,100.0
7590,economics,2016.0,3.0,,,18.0
2806,business,2019.0,3.0,,,18.0
3826,management,2018.0,3.0,,,18.0
1486,economics,2019.0,3.0,,,18.0
9211,business,2015.0,3.0,,,18.0
4220,computer science,2018.0,3.0,,,18.0
1318,business,2019.0,3.0,,,18.0
1664,business,2019.0,3.0,,,18.0
6361,business,2017.0,3.0,,,18.0
5511,automation & control systems,2017.0,3.0,,,5.0
3854,psychology,2018.0,3.0,,,97.0
8888,multidisciplinary sciences,2015.0,3.0,,,18.0
9569,computer science,2015.0,3.0,,,1.0
64,cultural studies,2020.0,4.0,,,7.0
4902,communication,2018.0,3.0,,,
8227,communication,2016.0,3.0,,,
10886,communication,2013.0,2.0,,,7.0
1633,communication,2019.0,3.0,,,
8899,computer science,2015.0,3.0,,,
3404,computer science,2018.0,3.0,,,5.0
5124,"public, environmental & occupational health",2018.0,3.0,,,8.0
5891,computer science,2017.0,3.0,,,5.0
6023,computer science,2017.0,3.0,,,3.0
6130,computer science,2017.0,3.0,,,
6749,engineering,2017.0,3.0,,,54.0
6988,computer science,2017.0,3.0,,,8.0
7062,business,2016.0,3.0,,,18.0
7595,multidisciplinary sciences,2016.0,3.0,,,102.0
8445,computer science,2016.0,3.0,,,5.0
